"Texte","id"
"from lars peter fischer subject re rumours about do in reply to message of apr gmt organization mathematics and computer science aalborg university lines archer archer bad cop surly archer how about interactive sex with madonna or sexium for short lars lars fischer it takes an uncommon mind to think of cs dept aalborg univ denmark these things calvin",1896
"from larry l overacker subject re christians and aids organization shell oil lines in article mark ashley writes in article kevin davis writes many christians believe in abstinence but in a moment will be overcome by desire we all compromise and rationalize poor choices sin last week i was guilty of anger jealousy and whole mess of other stuff yet i am forgiven and not condemned to suffer with aids to even suggest that aids is deserved is ludicrous when man was told not to have sex with relatives did they listen no and man found out why so what s your point mark s comment still is valid to suggest that aids is deserved is ludicrous i sin i can resolve to abstain from sin and do weekly more often actually yet i routinely fail i surely do deserve what i get yet god compassionately provided the incarnate logos jesus as a rememdy and a way out of our situation if aids is deserved i surely deserve instant death just as much as do we all as st paul so cogently remids us to willingly judge others as deserving punishment seems to me to be the height of arrogance and lack of humility i wonder if aids would be a problem now if people didn t get involved in deviant sexual behaviour certainly people who received tainted blood are not to blame but it just goes to show that all mankind is affected by the actions of a few so what s the point here i can get aids and never engage in deviant sexual behavior in fact i could engage in lots of deviant sexual behavior with hiv people and never be infected aids is a consequence of particular behaviors many of which are not sexual and not all sexual behaviors carry the risk of transmission in addition imho forgiveness is not the end of things there is still the matter of atonement is it aids i don t know the end of all things is to know love and serve god growing daily closer through prayer meditation and discipline even so i could get aids anyone could unless they remain forever celibate iv drug free and transfusion free larry overacker lawrence overacker shell oil company information center houston tx",1897
"zaphod mps ohio state edu wupost uunet olivea sgigate odin fido solntze wpd sgi com livesey subject re political atheists from jon livesey organization sgi nntp posting host solntze wpd sgi com lines in article keith allan schneider writes jon livesey writes now along comes mr keith schneider and says here is an objective moral system and then i start to ask him about the definitions that this objective system depends on and predictably the whole thing falls apart it only falls apart if you attempt to apply it this doesn t mean that an objective system can t exist it just means that one can not be implemented it s not the fact that it can t exist that bothers me it s the fact that you don t seem to be able to define it if i wanted to hear about indefinable things that might in principle exist as long as you don t think about them too carefully i could ask a religious person now couldn t i jon",1898
"from marty helgesen subject radio free thulcandra was dungeons dragons an author s view organization city university of new york lines there was a recent discussion of dungeons and dragons and other role playing games since there is a lot of crossover between gamers and science fiction and fantasy fans i will mention that i am the editor and publisher of radio free thulcanra a christian oriented science fiction fanzine it is not a christian magazine with a special interest in science fiction it is a science fiction fanzine with a special interest in christianity gaming is not a major topic of discussion but it has come up in some letters no there are no arguments about whether d d is satanic people who think it is are not likely to be reading rft anyway i am now working on the april issue i will send a sample copy to any reader of soc religion christian who requests it it is printed on paper so requests should include a snail mail address marty helgesen bitnet internet what if there were no such thing as a hypothetical situation",1899
"subject xga info from rainer leberle distribution world organization university of missouri kansas city nntp posting host sparc cstp umkc edu lines hi has anyone more info about the xga chipset hw funcs truecolor resolutions any boards with xga out yet thanks rainer rainer leberle university of kansas city mo new mail from no subject specified",1900
"from don hirschfeld subject re ms windows graphics viewer organization the portal system tm lines check out image pals v from u lead until may special intro price it has the basic image processing tools for all major formats does screen grabbing and allows all your image files to be calalogged into a thumbnail database it s great don",1901
"from donna m paino subject psoriatic arthritis info needed please originator organization citibank ibism lines a friend of mine has been diagnosed with psoriatic arthritis as a result of trauma sustained in a car accident several years ago the psoriasis is under control but the arthritis part of the illness is not ansaid non steroidal anti inflammatory worked pretty well for three years but isn t helping much now my friend is now taking meclomen another nsaid but this isn t helping control the pain at all in the past two months my friend has also started taking azulfadine along with the nsaid medicines but the effects of the combined drugs aren t supposed to be realized for several months as a result of the pain my friend is having problems sleeping staying in one position too long is an ordeal another major contributor to pain is that tendonitis has now developed left thumb and hand with numbness at the base of the palm bottom of feet shoulders and outer thighs the tendonitis is quite painful yet my friend s doctor has not recommended any form of treatment to relieve it the latest twist is that the doctor has dropped the anti inflammatories and is now recommending prednisone the hope is that the prednisone will relieve some of the pain from the tendonitis my friend is a year old male who feels like he s his words not mine if anyone is aware of any new treatments for psoriatic arthritis alternative courses of action support groups or literature on it i would be extremely grateful if you could e mail to me if anyone is interested i ll post a summary to this newsgroup thanks in advance donna",1902
"from robert g ruegg subject re eugenics summary errata keywords gene pool wisdom virtue nntp posting host naples med unc edu organization unc ch school of medicine lines thanks to tarl neustaedter of ma for kindly letting me know that my reference in prior post to orwell and should probably have been to huxley and brave new world sorry al bob",1903
"from carol alvin subject re the arrogance of christians lines dean and i write lots and lots about absolute truth and arrogance virgilio dean b velasco jr writes i strongly suspect that we are reaching an impasse here which is why i deign from commenting much further i agree that we ll probably never agree and i m starting to feel frustrated and i m tired of having my conversations with my husband dominated by this topic just kidding i do have to say though that participating in this discussion has been a good learning experience for me my views on this topic have evolved and clarified through this and i suspect that we may not disagree as much as we think i admit that i m strongly prejudiced against evangelical christianity and i may not always be rational in my reactions to it i grew up in ec and went to an ec college it was definitely the wrong place for me and i react strongly to any implication that ec or conservative christianity has any sort of stronghold on true christianity i shudder when i remember the condescending attitude i had about other christians who didn t adhere to the ec model i have come to see that my real objection to this whole notion of absolute truth is the actions i have seen it lead to i have had some very bad experiences with evangelical christians claiming to know the truth and judging me or others based on their belief that they have the answers knowing the truth doesn t seem to leave a whole lot of room for others opinions i can accept your belief in absolute truth as long as you don t try to use that belief to try to force others to comply with it and you are very careful that you don t hurt others with it love your neighbor seems to go totally out the window when one knows the truth and believes that everyone should be living by that truth other people have convictions about the truth every bit as strong and sincere as yours based on careful searching prayer and their relationship with god don t dismiss them because god didn t lead them to the same conclusions as yours this is not directed personally at you dean carol alvin",1904
"from bjorn b larsen subject re the bible available in every language was re satanic tounges reply to organization delab lines in article allen koberg writes about tongues the concept of tongues as used at pentecost seems an outdated concept now with the bible available in nearly every language and missionaries who are out there in all languages why does the church need tongues i guess there are at least some people who are not able to support this claim there are still a lot of languages without the bible or a part of the bible there are still many languages which we are not able to write simply because the written version of the language has not yet been defined i guess this is one of the main goals for wycliffe bible translators to define rules and a grammar for writing the rest of the languages of this world i do not see that any of them will have any reason to become unemployed during the foreseeable future provided they get their neccessary support and still they are one of the largest missionary organizations of the world bjorn ______________________________________________________________________ s mail e mail bjorn b larsen __ __ sintef delab n trondheim tel __ __ _ norway fax ______________________________________________________________________",1905
"subject experts on penicillin look from noah dacumos organization calif state univ electronic information services lines my name is noah dacumos and i am a student at san leandro high i am doing a project for my physics class and i would like some info on the discovery of penicillin its discoverer sir alexander fleming and how it helps people with many incurable bacterias also how it effects those who are allergic to it any info will be greatly appreciated noah dacumos",1906
"from keith allan schneider subject re political atheists organization california institute of technology pasadena lines nntp posting host punisher caltech edu reference line trimmed scott d sauyet writes first i ll make the assumption that you agree that a murderer is one who has commited murder well i d say that a murderer is one who intentionally committed a murder for instance if you put a bullet into a gun that was thought to contain blanks and someone was killed with such a gun the person who actually performed the action isn t the murderer but i guess this is actually made clear in the below definition i d be interested to see a more reasonable definition what do you mean by reasonable otherwise your inductive definition doesn t bottom out your definition in essence is that murder is the intentional killing of someone who has not commited murder against his will expanding the second occurence of murder in the above we see that yes it is bad to include the word being defined in the definition but even though the series is recursively infinite i think the meaning can still be deduced i assume you can see the problem here to do a correct inductive definition you must define something in terms of a simpler case and you must have one or several bottoming out cases for instance we can define the factorial function the function which assigns to a positive integer the product of the positive integers less than or equal to it on the positive integers inductively as follows math lesson deleted okay let s look at this situation suppose there is a longstanding feud between two families which claim that the other committed some travesty in the distant past each time a member of the one family kills a member of the other the other family thinks that it is justified in killing a that member of the first family now let s suppose that this sequence has occurred an infinite number of times or if you don t like dealing with infinities suppose that one member of the family goes back into time and essentially begins the whole thing that is there is a never ending loop of slayings based on some non existent travesty how do you resolve this well they are all murders now i suppose that this isn t totally applicable to your problem but it still is possible to reduce an uninduced system and in any case the nested murderer in the definition of murder can not be infintely recursive given the finite existence of humanity and a murder can not be committed without a killing involved so the first person to intentionally cause someone to get killed is necessarily a murderer is this enough of an induction to solve the apparently unreducable definition see in a totally objective system where all the information is available such a nested definition isn t really a problem keith",1907
"from geoff thomas subject re help colors display in c keywords graphics article i d cantua cem cv organization university of canterbury christchurch new zealand lines nntp posting host huia canterbury ac nz you ll probably have to set the palette up before you try drawing in the new colours use the bios interrupt calls to set the r g b values in the range from for most cards for a particular palette colour in the range from for colour modes then you should be able to draw pixels in those palette values and the result should be ok you might have to do a bit of colourmap compressing if you have more than unique rgb triplets for a colour mode geoff thomas computer science dept university of canterbury private bag christchurch oook new zealand",1908
"from timothy j brent subject re pantheism environmentalism organization purdue university engineering computer network lines in article jon ogden writes so we see that we are masters of this planet it is ours to care for and ours to look after we will be judged on how well we do this task c we are not to be in the business of spreading lies what we tell others we must be sure is true we should check out the information verify it with scientific fact and go from there just what are these scientific facts i have never heard of such a thing science never proves or disproves any theory history does tim ______________________________________________________________________________ timothy j brent a man will come to know true happiness only when he accepts that he is but a small part of an infinite universe purdue university spinoza materials science engineering paraphrased _______________________________ ______________________________________________ i hope we don t get embroiled in a discussion over words here when somebody says get the facts i m not sure we need to get into arguments over the philosophy of science clh",1909
"from peter van der veen subject re fonts in pov lines organization wageningen agricultural university x newsreader ftpnuz dos v in article coronado emmanuel abad says i have seen several ray traced scenes from mtv or was it rayshade with stroked fonts appearing as objects in the image the fonts chars had color depth and even textures associated with them now i was wondering is it possible to do the same in pov thanks noel yes there are serveral programs which can convert font files eq the borland fonts to objects consisting of spheres cones etc i ve used a program forgot its name place but i can look for it which converted these borland fonts to three different raytracers vivid pov and polyray which i like more more flexibel faster use of expressions etc the program has a lot nice features so if interested give me a mail ____ o o department of genetics _ agricultural university u wageningen the netherlands",1910
"from family magazine sysops subject national day of prayer reply to family magazine sysops organization st elizabeth hospital youngstown oh lines the n a t i o n a l d a y o f p r a y e r m a y immmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm join america in prayer to acknowledge our dependence upon god give thanks for his many blessings ask god to guide our leaders and to bring healing reconciliation and whole ness to our nation and all its people hmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm our founding fathers said george washington i now make it my earnest prayer that god a d would be pleased to dispose us all to do justice to love mercy and to demean ourselves with charity and humility and a pacific temper of mind which were characteristics of the divine author of our blessed religion and without an humble imitation of whose example in these things we can never hope to be a happy nation john adams it must be felt that there is no national security a d but in the nation s humble acknowledged dependence upon god and his overruling providence abraham lincoln it is the duty of nations as well as of men a d to own their dependence upon the overruling power of god to confess their sins and transgressions and to recognize the sublime truth announced in the holy scriptures and proven by all history that those nations only are blessed whose god is the lord note you can join with people in your area in observing the national day of prayer to learn who is affiliated with the concerts of prayer group in your area contact mr barry garred coordinator p o box springdale arkansas voice fax",1911
"from mike cobb subject re after years can we say that christian morality is organization university of illinois at urbana lines in robert beauchaine writes in article mike cobb writes what do you base your belief on atheism on your knowledge and reasoning couldn t that be wrong actually my atheism is based on ignorance ignorance of the existence of any god don t fall into the atheists don t believe because of their pride mistake how do you know it s based on ignorance couldn t that be wrong why would it be wrong to fall into the trap that you mentioned also if i may what the heck where we talking about and why didn t i keep some comments on there to see what the line of thoughts were mac bob beauchaine they said that queens could stay they blew the bronx away and sank manhattan out at sea michael a cobb and i won t raise taxes on the middle university of illinois class to pay for my programs champaign urbana bill clinton rd debate with new taxes and spending cuts we ll still have billion dollar deficits",1912
"from peter kaminski subject re what about sci med chemistry article i d netcom kaminskicns ua organization the information deli via netcom san jose california lines in antero julkunen writes there is this newsgroup sci med physics and there has been quite a lot discussion in this group about many chemical items e g prolactin cholesterol tsh etc should there also be a newsgroup sci med chemistry it s got potential instead of chemistry how about splitting the classification into biochemistry which are probably the topics you re thinking of and pharmaceutical which otherwise might end up in bio chemistry this is separate from the issue of whether there is sufficient potential news volume to support either or both groups i ll add em to my medical health newsgroup wish list which i m looking forward to posting and discussing but not for another days or so pete",1913
"from scott d brenner subject what s the difference between an m d and a d o organization at t distribution usa lines my wife and i are in the process of selecting a pediatrician for our first child due june th we interviewed a young doctor last week and were very impressed with her however i discovered that she is actually not an medical doctor m d but rather a doctor of osteopathy d o what s the difference i believe the pediatrician i went to for many years was a d o and he didn t seem different from any other doctor i ve seen over the years my dictionary says that osteopathy is a medical therapy that emphasizes manipulative techniques for correcting somatic abnormalities thought to cause disease and inhibit recovery jeez this sounds like chiropractic i remember getting shots and medicine from my pediatrician d o and don t remember any manipulative techniques perhaps someone could enlighten me as to the real practical difference between an m d and a d o also i m interesting in hearing any opinions on choosing a pediatrician who follows one or the other medical philosophy readers of sci med please respond directly to i do not read this group regularly and probably won t see your response if you just post it here sorry for the cross posting but i m hoping there s some expertise here a t d h v a a n n k c s e scott d brenner at t consumer communications services basking ridge new jersey",1914
"from twixt your toes subject anyone know use rayshade out there organization university of washington lines nntp posting host stein u washington edu keywords rayshade uw i m using rayshade on the u w computers here and i d like input from other users and perhaps swap some ideas i could post uuencoded gifs here or ray code if anyone s interested i m having trouble coming up with colors that are metallic i e brass steel from the rgb values if you re on the u w machines check out fineman rle files rle on stein u washington edu for some of what i ve got dan",1915
"from nanci ann miller subject re it s all mary s fault organization sponsored account school of computer science carnegie mellon pittsburgh pa lines nntp posting host po andrew cmu edu in reply to dave fuller writes nice attempt chris verrry close you missed the conspiracy by step joseph knew who knocked her up he couldn t let it be known that somebody else got ol mary prego that wouldn t do well for his popularity in the local circles so what happened is that she was feeling guilty he was feeling embarrassed and they decided to improve both of their images on what could have otherwise been the downfall for both clever indeed come to think of it i have gained a new respect for the couple maybe joseph and mary should receive all of the praise being paid to jesus lucky for them that the baby didn t have any obvious deformities i could just see it now mary gets pregnant out of wedlock so to save face she and joseph say that it was god that got her pregnant and then the baby turns out to be deformed or even worse stillborn they d have a lot of explaining to do dave buckminster fuller how is that one o keeper of the nicknames nanci if you know and are sure of the author of this quote please send me email life does not cease to be funny when people die any more than it ceases to be serious when people laugh",1916
"from the one and only subject re new member organization salvation army draft board lines in article dave fuller writes hello i just started reading this group today and i think i am going to be a large participant in its daily postings i liked the section of the faq about constructing logical arguments well done i am an atheist but i do not try to turn other people into atheists i only try to figure why people believe the way they do i don t much care if they have a different view than i do when it comes down to it i could be wrong i am willing to admit the possibility something religious followers dont seem to have the capability to do happy to be aboard dave fuller welcome i am the official keeper of the list of nicknames that people are known by on alt atheism didn t know we had such a list did you your have been awarded the nickname of buckminster so the next time you post an article sign with your nickname like so dave buckminster fuller thanks again jim humor means never having to say you re sorry copeland if god is dead and the actor plays his part sting his words of fear will find their way to a place in your heart history without the voice of reason every faith is its own curse will teach us without freedom from the past things can only get worse nothing",1917
"from paul hudson jr subject re revelations organization university of georgia athens lines in article tom albrecht writes now as to the suggestion that all prophecy tends to be somewhat cyclical can you elaborate i m not exactly sure what you mean how does the suggestion relate to isaiah s prophecy of the birth of christ by a virgin i don t see any cycles in that prophecy maybe cyclical is not the best word that is one aspect of it in the case of the virgin birth prophecy it applied to the then and there and also prophetically to christ the army that threatened the king would cease to be a threat in a very short time yet it also prophecied of christ several prophecies that refered to christ also had application at the time they were made out of egypt have i called my son refers both to israel and prophetically to christ why do the heathen rage was said of david and also of christ another example would be the scripture quoted of judas and his bishoprick let another take another example is something that isaiah said of his disciples which is also applied to christ in hebrews the children thou hast given me how does the preterist view account for this phenomenon link link hudson",1918
"from thomas w day subject re _the andromeda strain_ summary how well does it hold up organization telectronics pacing systems lines in article dan hartung writes just had the opportunity to watch this flick on a e some years since i saw it last wow the wwii channel did something not wwii i was very interested in the technology demonstrated in this film for handling infectious diseases and similar toxic substances clearly they faked a lot of the computer robotic technology certainly at the time it was made most of that was science fiction itself let alone the idea of a space germ the graphics capabilities of the computers were very faked for movie audiences who have not ability or patience with numbers the book was more realistic in that respect in all respects actually the robotics are still out of range but not impossible quite coincidentally actually this is what got me wanted to see the movie again i watched a segment on the otherwise awful _how d they do that _ dealing with a disease researcher at the cdc s top lab there was description of the elaborate security measures taken so that building will never be cracked so to speak by man or nature short of deliberate bombing from the air perhaps and the researchers used spacesuits similar to that in the film sf and i ve always wondered how crichton escapes this classification is usually ahead of science in both prediction and precaution nasa s decontaimination processes were supposedly taken to prevent sf story disasters i mean nasa scientists were often sf readers and sometimes writers and felt pre warned by their reading i m curious what people think about this film short of silly is such a facility technically feasible today i think the film still holds up among the best of sf films but that isn t saying a whole lot as far as the plot and the crystalline structure that is not life as we know it that s a whole nother argument for rec arts sf tech or something yep",1919
"from christopher lusardi subject program included edge detection algorithms article i d acsu cjqm hlg organization state university of new york at buffalo comp sci lines nntp posting host hadar cs buffalo edu this program doesn t detect edges with compass operators and a laplacian operator it should output raw grey scale images with edges the output doesn t look like edges at all in novicee terms how do i correct the errors any improvements are welcome i ll even accept your corrected code if i convolve the input image with a digital gaussian by to remove noise will i get an improvement with the laplacian types of edge detection include include define imagewidth define imageheight unsigned char input_image imageheight imagewidth unsigned char angles_wanted imageheight imagewidth unsigned char magnitude_image imageheight imagewidth int laplace_op int compass_op int compass_op int compass_op int compass_op int compass_op int compass_op int compass_op int compass_op void compass row col int row col int value int op_rows op_cols int compass compass compass compass int compass compass compass compass compass compass compass compass compass compass compass compass for op_rows op_rows op_rows for op_cols op_cols op_cols if row op_rows col op_cols compass int input_image row op_rows col op_cols compass_op op_rows op_cols compass int input_image row op_rows col op_cols compass_op op_rows op_cols compass int input_image row op_rows col op_cols compass_op op_rows op_cols compass int input_image row op_rows col op_cols compass_op op_rows op_cols compass int input_image row op_rows col op_cols compass_op op_rows op_cols compass int input_image row op_rows col op_cols compass_op op_rows op_cols compass int input_image row op_rows col op_cols compass_op op_rows op_cols compass int input_image row op_rows col op_cols compass_op op_rows op_cols if compass compass value compass else value compass if value compass value compass if value compass value compass if value compass value compass if value compass value compass if value compass value compass if value compass value compass magnitude_image row col char value void laplace row col int row col int op_rows op_cols magnitude_image row col for op_rows op_rows op_rows for op_cols op_cols op_cols if row op_rows col op_cols magnitude_image row col char int magnitude_image row col int input_image row op_rows col op_cols laplace_op op_rows op_cols main file original_image_fp file laplace_mag_fp laplace_mag_fp laplace_mag_fp file compass_mag_fp int row col algo_count original_image_fp fopen input image rb laplace_mag_fp fopen laplace_magnitude wb compass_mag_fp fopen compass_magnitude wb fread unsigned char input_image sizeof unsigned char imageheight imagewidth original_image_fp for algo_count algo_count algo_count for row row imageheight row for col col imagewidth col if algo_count laplace row col else compass row col if algo_count fwrite magnitude_image sizeof char imageheight imagewidth laplace_mag_fp else fwrite magnitude_image sizeof char imageheight imagewidth compass_mag_fp for a lot of au music ftp sounds sdsu edu __ _ then cat file au dev audio _ _ _ _ _ ub library catalog telnet bison acsu buffalo edu _ _ when in doubt ask xarchie xgopher or xwais",1920
"from steve pope subject re is msg sensitivity superstition organization u c berkeley erl lines nntp posting host zion berkeley edu betty harvey writes i am not a researcher or a medical person but it amazes me that when they can t find a scientific or a known fact they automatically assume that the reaction is psychological it is mind boggling this simply stated is a result of the bankrupt ethics in the healthcare and scientific medicine industries america is fed up with the massive waste and fraud that is costing us of our gnp to support these industries while delivering marginal health care to the community unfortunately the clinton plan in whatever form it takes will probably cost us an even greater sum bleah steve",1921
"from ron baalke subject gaspra animation quicktime keywords gaspra jpl organization jet propulsion laboratory lines nntp posting host kelvin jpl nasa gov news software vax vms vnews gaspra animation march the gaspra animation is now available at the ames space archives in quicktime format the animation was formed from images taken by the galileo spaecraft shortly before its closest approach to the asteroid in october the animation is available using anonymous ftp to ftp ames arc nasa gov user anonymous cd pub space animation files gaspra qt ___ _____ ___ _ ____ _ ron baalke __ jet propulsion lab ___ __ __ m s telos it s kind of fun to do ___ ___ __ pasadena ca the impossible _____ _ _____ walt disney",1922
"from mr r mellish subject re university violating separation of church state organization imperial college lines nntp posting host in article until kings become philosophers or philosophers become kings writes recently ras have been ordered and none have resisted or cared about it apparently to post a religious flyer entitled _the soul scroll thoughts on religion spirituality and matters of the soul_ on the inside of bathroom stall doors at my school the university of new hampshire it is some sort of newsletter assembled by a hall director somewhere on campus most of post deleted please respond as soon as possible i d like these religious postings to stop now thanks dana there is an easy way out post the flyers on the stall doors but add at the bottom in nice large capitals emergency toilet paper robert mellish fog ic uk email net irc hobnob and also the mrs joyful prize for rafia work",1923
"from james m hoskins subject cost of roxonal nntp posting host photon magnus acs ohio state edu organization the ohio state university distribution na lines does anyone know the approximate prescription cost of a ml bottle of roxonal morphine thanks",1924
"from robert g ruegg subject re eugenics keywords gene pool wisdom virtue nntp posting host naples med unc edu organization unc ch school of medicine lines subject re eugenics gordon banks writes probably within years a new type of eugenics will be possible maybe even sooner we are now mapping the human genome we will then start to work on manipulation of that genome using genetic engineering we will be able to insert whatever genes we want no breeding no hybrids etc the ethical question is should we two past problems with eugenics have been reducing the gene pool and defining the status of the eugenized inserting genes would not seem to reduce the gene pool unless the inserted genes later became transmissible to progeny then they may be able to crowd out garbage genes this may in the future become possible even if it does awareness of the need to maintain the gene pool would hopefully mean provisions will be made for saving genes that may come in handy later evidently the genes for sickle cell disease in equatorial africa and for diabetes in the hopi promoted survival in some conditions we don t really know what the future may hold for our environment the reduced wilderness and disease survival capacity of our relatively inbred domesticated animals comes to mind vulcanism nuclear winter ice age meteor impact new microbiological threats famine global warming etc etc are all conceivable therefore having as many genes as possible available is a good strategy for species survival of course the status of genetically altered individuals would start out as no different than anyone else s but if we could make philosopher kings with great bodies and long lives would we or they want to give them elevated status we could the romans did it with their kings without the benefits of such eugenics the race eventually realized and dealt with the problems which that caused but for a while it was a problem orwell introduced us to the notion of what might happen to persons genetically altered for more menial tasks but there is nothing new under the sun we treated slaves the same way for millennia before i see no inherent problem with gene therapy which avoids at least these problems humans have always had trouble having the virtue and wisdom to use any power that falls into their hands to good ends all the time that hasn t stopped the race as a whole yet many are the civilizations which have died from inability to adapt to environmental change however also many are the civilizations which have died from the abuse of their own power the ones which survived have hopefully learned a lesson from the fates of others and have survived by making better choices when their turns came not that i don t think that this gene altering power couldn t wipe us off the face of the earth or cause endless suffering nuclear power or global warming or whatever could and may still do that too the real issue is an issue of wisdom and virtue i personally don t think man has enough wisdom and virtue to pull this next challenge off any better than he did the for last few we as eugenists may make it an we may not if we don t i hope there are reservoirs of garbage people out in some backwater with otherwise long discarded garbage genes which will pull us through i believe that the real problem is and will probably always be the same man needs to accept input from the great spirit of god to overcome his lacks in the area of knowing how to use the power he has some men have and i believe all men may listen to and obey the still small voice of god in their hearts this is the way to begin to recieve the wisdom and virtue needed to escape the problems consequent to poor choices peoples have died out for many reasons the societies which failed to accept enough input from god to safely use the power they had developed have destroyed themselves and often others in the process it is self evident that the ones which survive today have either accepted enough input from the spirit to use their powers wisely enough to avoid or survive their own mistakes thus far or else haven t had enough power for long enough in summary i would say that the question of whether to use this new technology is really an ancient one and the answer in some ways hard in some ways easy is the same ancient answer it isn t the power it is the spirit sorry for the long post got carried away bob",1925
"from michael trofimoff subject request gyro souvlaki sauce organization locus computing corporation los angeles california distribution usa lines hi all would anyone out there in net land happen to have an authentic sure fire way of making this great sauce that is used to adorn gyro s and souvlaki thanks e mail vidi vici veni",1926
"from peter bako subject jpeg file format organization microsoft corp lines where could i find a description of the jpg file format specifically i need to know where in a jpg file i can find the height and width of the image and perhaps even the number of colors being used any suggestions peter uucp is this all that i am is there compuserve nothing more v ger",1927
"from jon livesey subject re the inimitable rushdie organization sgi lines nntp posting host solntze wpd sgi com in article gregg jaeger writes in article jon livesey writes you are amazed that i find it difficult to grasp it when people justify death threats against rushdie with the claim he was born muslim this is empty rhetoric i am amazed at your inability to understand what i am saying not that you find it difficult to grasp it when people justify death threats i find it amazing that your ability to consider abstract questions in isolation you seem to believe in the falsity of principles by the consequence of their abuse you must hate physics you re closer than you might imagine i certainly despised living under the soviet regime when it purported to organize society according to what they fondly imagined to be the objective conclusions of marxist dialectic but i don t hate physics so long as some clown doesn t start trying to control my life on the assumption that we are all interchangeable atoms rather than individual human beings jon",1928
"from subject doug sturm organization bucknell university lewisburg pa lines is anyone familiar with doug sturm if so please post what you think",1929
"from gordon banks subject re ob gyn residency reply to gordon banks organization univ of pittsburgh computer science lines in article david nye writes i believe it is illegal for a residency to discriminate against fmgs i is that true i know some that won t even interview fmgs most programs discriminate in that given an fmg equally qualified as an american they will take the american what rights do they actually have does it matter if they are us citizens most are not we have had good luck with fmgs and bad luck some of our very best residents have been fmgs also our very worst as it turns out the worst fmgs are often us citizens that studied in off shore medical schools of the residents fired for incompetence in the years i ve been here in my department all have been fmgs were us citizens who studied in guadalajara was a us citizen but was trained in the soviet union and one was philipina unfortunately all are now practicing medicine somewhere of them in neurology after having been picked up by other programs in psychiatry and the other in emergency medicine gordon banks njxp skepticism is the chastity of the intellect and it is shameful to surrender it too soon",1930
"from richard ottolini subject re images of earth organization unocal corporation lines in article louis van dompselaar writes in rick turner writes look in the pub space directory on ames arc nasa gov there are a number of earth images there you may have to hunt around the subdirectories as things tend to be filed under the mission ie apollo rather than under the image subject for those of you who don t need bit i got a colour amiga iff of a cloudless earth scanned looks okay when mapped on a sphere e mail me and i ll send it you beware there is only one such copyrighted image and the company that generated is known to protect that copyright that image took hundreds of man hours to build from the source satellite images so it is unlikely that competing images will appear soon",1931
"from keith allan schneider subject re moraltiy was re political atheists organization california institute of technology pasadena lines nntp posting host punisher caltech edu jon livesey writes what if i act morally for no particular reason then am i moral what if morality is instinctive as in most animals saying that morality is instinctive in animals is an attempt to assume your conclusion which conclusion you conclusion correct me if i err that the behaviour which is instinctive in animals is a natural moral system see we are disagreeing on the definition of moral here earlier you said that it must be a conscious act by your definition no instinctive behavior pattern could be an act of morality you are trying to apply human terms to non humans i think that even if someone is not conscious of an alternative this does not prevent his behavior from being moral you don t think that morality is a behavior pattern what is human morality a moral action is one that is consistent with a given pattern that is we enforce a certain behavior as moral you keep getting this backwards you are trying to show that the behaviour pattern is a morality whether morality is a behavior pattern is irrelevant since there can be behavior pattern for example the motions of the planets that most all people would not call a morality i try to show it but by your definition it can t be shown and morality can be thought of a large class of princples it could be defined in terms of many things the laws of physics if you wish however it seems silly to talk of a moral planet because it obeys the laws of phyics it is less silly to talk about animals as they have at least some free will keith",1932
"from gene c miller subject immunotherapy for recurrent miscarriage organization worldbank org lines following a series of miscarriages my wife was given a transfusion of my white cells the theory as i understand it is that there is some kind of immune blocking that prevents the body from attacking the pregnancy as it normally would a foreign body where this blocking is deficient the body evicts the intruder resulting in a miscarriage the white cells apparently enhance the blocking capability following the transfusion she successfully carried the next pregnancy to term and jake is now an active month old who can not wait to walk we re now thinking about having another child but no one including the obgyn who supervised the first transfusion really seems to know whether or not the transfusion process needs to be repeated for successive pregnancies is there anyone in net land who has experience with this thanks gene and jane and jake p s i ve also posted this in misc kids",1933
